 0.000000e+00 0.000000e+00 0.000000e+00
 3.051758e-05 2.848127e-09 7.439020e-13
 6.103516e-05 1.341975e-09 2.914248e-12
 9.155273e-05 1.457720e-09 5.703343e-12
 1.220703e-04 1.574767e-09 9.239357e-12
 1.525879e-04 1.773018e-09 1.701931e-11
 1.831055e-04 2.037321e-09 2.908382e-11
 2.136230e-04 2.633829e-09 3.653515e-11
 2.441406e-04 2.720957e-09 4.253918e-11
 2.746582e-04 3.447124e-09 6.143438e-11
 3.051758e-04 3.808830e-09 7.969279e-11
 3.356934e-04 5.180564e-09 9.283789e-11
 3.662109e-04 5.870856e-09 1.133350e-10
 3.967285e-04 7.471035e-09 1.127173e-10
 4.272461e-04 9.134286e-09 1.301503e-10
 4.577637e-04 1.396448e-08 1.686804e-10
 4.882812e-04 1.467545e-08 1.846412e-10
 5.187988e-04 2.024704e-08 2.097596e-10
 5.493164e-04 2.580512e-08 2.508022e-10
 5.798340e-04 3.628298e-08 2.536633e-10
 6.103516e-04 4.919205e-08 2.691227e-10
 6.408691e-04 7.164890e-08 2.856129e-10
 6.713867e-04 1.010117e-07 4.141566e-10
 7.019043e-04 1.680077e-07 4.260062e-10
 7.324219e-04 2.542560e-07 4.926934e-10
 7.629395e-04 4.499273e-07 5.453848e-10
 7.934570e-04 8.307736e-07 4.925494e-10
 8.239746e-04 1.798309e-06 5.175780e-10
 8.544922e-04 4.550926e-06 5.837391e-10
 8.850098e-04 1.601886e-05 5.804104e-10
 9.155273e-04 1.128762e-04 6.975964e-10
 9.460449e-04 2.776140e+05 4.159098e-10
 9.765625e-04 1.110556e+06 4.938927e-11
 1.007080e-03 2.776131e+05 4.143209e-10
 1.037598e-03 1.170472e-04 8.415102e-10
 1.068115e-03 1.624392e-05 9.740696e-10
 1.098633e-03 4.642830e-06 1.233364e-09
 1.129150e-03 1.785547e-06 1.109193e-09
 1.159668e-03 8.527703e-07 1.157766e-09
 1.190186e-03 4.359914e-07 1.541948e-09
 1.220703e-03 2.629578e-07 1.579502e-09
 1.251221e-03 1.580317e-07 1.616103e-09
 1.281738e-03 1.086520e-07 1.617507e-09
 1.312256e-03 6.944626e-08 1.666463e-09
 1.342773e-03 5.294916e-08 1.750548e-09
 1.373291e-03 3.749981e-08 1.768118e-09
 1.403809e-03 2.689180e-08 1.668531e-09
 1.434326e-03 2.084496e-08 1.874443e-09
 1.464844e-03 1.735473e-08 2.316887e-09
 1.495361e-03 1.466558e-08 2.898588e-09
 1.525879e-03 1.330027e-08 3.063132e-09
 1.556396e-03 9.617180e-09 2.635877e-09
 1.586914e-03 8.597256e-09 2.666347e-09
 1.617432e-03 8.597171e-09 2.999671e-09
 1.647949e-03 7.055962e-09 2.892617e-09
 1.678467e-03 6.376461e-09 3.130279e-09
 1.708984e-03 6.271157e-09 3.122660e-09
 1.739502e-03 5.068024e-09 3.112604e-09
 1.770020e-03 5.498681e-09 3.207423e-09
 1.800537e-03 5.179037e-09 3.345671e-09
 1.831055e-03 4.891603e-09 3.431966e-09
 1.861572e-03 6.123701e-09 4.317547e-09
 1.892090e-03 5.211732e-09 4.462878e-09
 1.922607e-03 6.921274e-09 5.363376e-09
 1.953125e-03 5.291316e-09 6.438170e-09
 1.983643e-03 7.218092e-09 5.635731e-09
 2.014160e-03 5.532714e-09 4.821059e-09
 2.044678e-03 5.854011e-09 4.948772e-09
 2.075195e-03 5.790316e-09 5.602666e-09
 2.105713e-03 5.963847e-09 5.433096e-09
 2.136230e-03 6.200352e-09 5.481706e-09
 2.166748e-03 5.977831e-09 5.920803e-09
 2.197266e-03 6.911906e-09 6.399705e-09
 2.227783e-03 6.826444e-09 6.374080e-09
 2.258301e-03 7.018874e-09 6.945121e-09
 2.288818e-03 7.553778e-09 7.014920e-09
 2.319336e-03 7.783983e-09 7.835359e-09
 2.349854e-03 8.558966e-09 8.165844e-09
 2.380371e-03 8.722579e-09 8.571105e-09
 2.410889e-03 9.359794e-09 9.261575e-09
 2.441406e-03 9.418793e-09 9.297373e-09
 2.471924e-03 8.880377e-09 8.608296e-09
 2.502441e-03 9.497898e-09 9.380676e-09
 2.532959e-03 9.593018e-09 9.595332e-09
 2.563477e-03 9.814024e-09 9.394740e-09
 2.593994e-03 8.843274e-09 9.073649e-09
 2.624512e-03 1.096062e-08 1.055771e-08
 2.655029e-03 1.107732e-08 1.110168e-08
 2.685547e-03 1.203209e-08 1.204450e-08
 2.716064e-03 1.224339e-08 1.199099e-08
 2.746582e-03 1.291624e-08 1.300425e-08
 2.777100e-03 1.574920e-08 1.552070e-08
 2.807617e-03 1.516817e-08 1.517176e-08
 2.838135e-03 1.359366e-08 1.354082e-08
 2.868652e-03 1.340093e-08 1.333787e-08
 2.899170e-03 1.348547e-08 1.337371e-08
 2.929688e-03 1.708763e-08 1.628303e-08
 2.960205e-03 1.808398e-08 1.794554e-08
 2.990723e-03 1.681966e-08 1.686376e-08
 3.021240e-03 1.809066e-08 1.790743e-08
 3.051758e-03 1.626346e-08 1.630123e-08
 3.082275e-03 1.683811e-08 1.681322e-08
 3.112793e-03 1.737535e-08 1.735886e-08
 3.143311e-03 1.905987e-08 1.900803e-08
 3.173828e-03 1.995989e-08 1.993690e-08
 3.204346e-03 2.084139e-08 2.086325e-08
 3.234863e-03 2.232318e-08 2.218734e-08
 3.265381e-03 2.071665e-08 2.070543e-08
 3.295898e-03 2.155101e-08 2.165264e-08
 3.326416e-03 2.254216e-08 2.236471e-08
 3.356934e-03 2.386772e-08 2.398733e-08
 3.387451e-03 2.451408e-08 2.439766e-08
 3.417969e-03 2.407716e-08 2.418796e-08
 3.448486e-03 2.514373e-08 2.504876e-08
 3.479004e-03 2.572341e-08 2.578969e-08
 3.509521e-03 2.494255e-08 2.480883e-08
 3.540039e-03 2.678187e-08 2.688666e-08
 3.570557e-03 2.744979e-08 2.735253e-08
 3.601074e-03 2.998149e-08 3.000832e-08
 3.631592e-03 2.776661e-08 2.778724e-08
 3.662109e-03 3.174410e-08 3.166703e-08
 3.692627e-03 3.061542e-08 3.066552e-08
 3.723145e-03 3.170519e-08 3.165236e-08
 3.753662e-03 2.896511e-08 2.889111e-08
 3.784180e-03 2.855621e-08 2.862286e-08
 3.814697e-03 3.448392e-08 3.448223e-08
 3.845215e-03 3.299802e-08 3.300751e-08
 3.875732e-03 3.178522e-08 3.178444e-08
 3.906250e-03 3.734896e-08 3.704313e-08
 3.936768e-03 4.029229e-08 4.043703e-08
 3.967285e-03 4.238501e-08 4.241150e-08
 3.997803e-03 3.889345e-08 3.886601e-08
 4.028320e-03 3.324018e-08 3.324786e-08
 4.058838e-03 3.313246e-08 3.302882e-08
 4.089355e-03 4.567158e-08 4.568152e-08
 4.119873e-03 4.550865e-08 4.562729e-08
 4.150391e-03 4.015760e-08 4.001879e-08
 4.180908e-03 4.759044e-08 4.763431e-08
 4.211426e-03 4.386037e-08 4.381955e-08
 4.241943e-03 4.740074e-08 4.746872e-08
 4.272461e-03 5.020002e-08 5.010090e-08
 4.302979e-03 5.606723e-08 5.606810e-08
 4.333496e-03 5.713502e-08 5.716530e-08
 4.364014e-03 5.898999e-08 5.897309e-08
 4.394531e-03 5.924828e-08 5.929262e-08
 4.425049e-03 5.784155e-08 5.776483e-08
 4.455566e-03 5.792862e-08 5.799785e-08
 4.486084e-03 5.802859e-08 5.798766e-08
 4.516602e-03 5.623119e-08 5.627416e-08
 4.547119e-03 5.045439e-08 5.041561e-08
 4.577637e-03 6.651786e-08 6.649200e-08
 4.608154e-03 6.878826e-08 6.887861e-08
 4.638672e-03 6.577543e-08 6.561619e-08
 4.669189e-03 6.303959e-08 6.313006e-08
 4.699707e-03 5.907852e-08 5.903787e-08
 4.730225e-03 6.372977e-08 6.373537e-08
 4.760742e-03 6.562799e-08 6.561221e-08
 4.791260e-03 6.543516e-08 6.546096e-08
 4.821777e-03 6.916751e-08 6.911743e-08
 4.852295e-03 7.523520e-08 7.525519e-08
 4.882812e-03 7.753129e-08 7.725729e-08
 4.913330e-03 7.638393e-08 7.636921e-08
 4.943848e-03 8.757448e-08 8.745209e-08
 4.974365e-03 9.990784e-08 9.998665e-08
 5.004883e-03 8.953357e-08 8.949007e-08
 5.035400e-03 8.020575e-08 8.017543e-08
 5.065918e-03 8.092794e-08 8.099112e-08
 5.096436e-03 9.960433e-08 9.957746e-08
 5.126953e-03 1.006147e-07 1.006211e-07
 5.157471e-03 9.751333e-08 9.748478e-08
 5.187988e-03 9.953670e-08 9.955749e-08
 5.218506e-03 1.211429e-07 1.211665e-07
 5.249023e-03 1.077389e-07 1.076750e-07
 5.279541e-03 1.063410e-07 1.063906e-07
 5.310059e-03 1.095309e-07 1.094989e-07
 5.340576e-03 1.141693e-07 1.141743e-07
 5.371094e-03 1.021643e-07 1.021755e-07
 5.401611e-03 1.125100e-07 1.124990e-07
 5.432129e-03 1.152276e-07 1.152306e-07
 5.462646e-03 1.233321e-07 1.233772e-07
 5.493164e-03 1.149277e-07 1.148369e-07
 5.523682e-03 1.240222e-07 1.240339e-07
 5.554199e-03 1.291134e-07 1.291191e-07
 5.584717e-03 1.217822e-07 1.217947e-07
 5.615234e-03 1.326864e-07 1.326973e-07
 5.645752e-03 1.263208e-07 1.262861e-07
 5.676270e-03 1.363783e-07 1.363698e-07
 5.706787e-03 1.383335e-07 1.383544e-07
 5.737305e-03 1.307498e-07 1.307053e-07
 5.767822e-03 1.345875e-07 1.346411e-07
 5.798340e-03 1.549693e-07 1.549417e-07
 5.828857e-03 1.610420e-07 1.610670e-07
 5.859375e-03 1.590965e-07 1.591907e-07
 5.889893e-03 1.339674e-07 1.338846e-07
 5.920410e-03 1.458075e-07 1.457967e-07
 5.950928e-03 1.308095e-07 1.308664e-07
 5.981445e-03 1.600052e-07 1.599265e-07
 6.011963e-03 1.641436e-07 1.642020e-07
 6.042480e-03 1.722580e-07 1.722499e-07
 6.072998e-03 1.655042e-07 1.654668e-07
 6.103516e-03 1.637847e-07 1.638927e-07
 6.134033e-03 1.651850e-07 1.651004e-07
 6.164551e-03 1.485705e-07 1.485955e-07
 6.195068e-03 1.595822e-07 1.595771e-07
 6.225586e-03 1.620760e-07 1.620954e-07
 6.256104e-03 1.741104e-07 1.741033e-07
 6.286621e-03 2.294835e-07 2.294412e-07
 6.317139e-03 2.263302e-07 2.263497e-07
 6.347656e-03 2.020570e-07 2.019678e-07
 6.378174e-03 2.056758e-07 2.056952e-07
 6.408691e-03 2.043845e-07 2.043705e-07
 6.439209e-03 1.891359e-07 1.890932e-07
